year,month,day,hour,minute,second,latitude,longitude,depth,mag_type,magnitude
1970,1,25,2,3,55.0,27.17,102.63,0,ML,2.5
1970,2,5,23,29,18.0,27.27,103.35,0,ML,3.3
1970,2,6,9,35,34.0,27.02,102.17,0,ML,2.6
1970,2,14,8,46,19.0,27.07,102.88,0,ML,2.3
1970,3,21,9,8,42.0,27.23,103.17,0,ML,2.4
1970,4,3,8,45,34.0,27.13,103.2,0,ML,2.2
1970,4,4,23,36,19.0,27.03,102.78,0,ML,1.8
1970,4,4,23,37,50.0,27.03,102.65,0,ML,1.9
1970,4,20,15,21,14.0,26.97,102.97,0,ML,1.8
1970,4,22,4,3,12.0,26.95,102.87,0,ML,2.3
1970,4,22,4,5,19.0,26.93,102.95,0,ML,1.8
1970,4,28,12,31,37.0,27.02,103.22,0,ML,2.2
1970,5,3,21,35,48.0,26.93,103.03,0,ML,2.1
1970,5,8,23,30,5.0,27.1,102.83,0,ML,2.1
1970,5,26,16,17,44.0,27.08,103.53,0,ML,2.1
1970,6,3,17,38,6.0,26.97,103.07,0,ML,2.4
1970,6,10,10,58,48.0,27.05,103.22,0,ML,2.3
1970,6,11,14,2,35.0,27.03,102.78,0,ML,2.3
1970,6,19,15,26,12.0,26.93,103.18,0,ML,2.2
1970,6,20,19,33,14.0,27.08,103.08,0,ML,2.1
1970,6,22,2,36,13.0,27.28,103.23,0,ML,1.0
1970,6,22,22,50,42.0,27.3,102.9,0,ML,2.9
1970,6,23,4,43,41.0,26.6,102.6,0,ML,2.0
1970,6,23,19,38,12.0,26.6,102.63,0,ML,2.0
1970,6,29,3,29,26.0,27.03,103.03,0,ML,1.7
1970,7,3,1,19,38.0,27.17,103.12,0,ML,2.8
1970,7,7,2,31,5.0,27.05,102.7,0,ML,1.6
1970,7,30,4,25,0.0,27.02,102.83,0,ML,2.0
1970,8,8,3,40,29.0,26.9,102.88,0,ML,3.1
1970,8,9,12,39,11.5,26.95,102.68,0,ML,2.3
1970,8,14,1,52,26.0,26.9,102.7,0,ML,1.7
1970,10,5,7,41,8.0,26.9,103.3,0,ML,1.8
1970,10,21,14,58,36.0,26.7,102.5,0,ML,1.6
1970,10,28,13,5,6.0,27.18,102.97,0,ML,2.2
1970,11,13,6,24,11.0,27.1,102.88,0,ML,2.3
1970,11,25,1,25,38.0,26.6,103.1,0,ML,1.7
1970,12,7,21,12,57.0,26.75,102.95,0,ML,2.5
1970,12,16,23,56,7.0,26.73,102.82,0,ML,2.0
1970,12,17,23,56,10.0,26.6,102.9,0,ML,1.7
1971,1,9,7,21,56.0,26.9,102.6,0,ML,1.6
1971,1,28,21,54,24.0,26.58,102.92,0,ML,2.7
1971,2,10,23,56,49.0,27.2,103.08,0,ML,2.6
1971,3,7,10,56,17.0,27.2,102.7,0,ML,2.3
1971,3,13,7,39,59.0,26.95,102.92,0,ML,2.6
1971,3,13,7,40,1.0,27.0,102.8,0,ML,2.3
1971,3,13,10,36,37.0,27.08,103.12,0,ML,2.7
1971,3,23,18,38,31.0,27.03,103.17,0,ML,3.1
1971,3,23,18,52,0.0,27.18,103.25,0,ML,2.0
1971,3,24,13,50,0.0,27.18,103.25,0,ML,2.2
1971,3,29,21,54,11.0,26.9,103.12,0,ML,2.0
1971,3,31,10,59,29.0,27.1,102.93,0,ML,2.4
1971,3,31,18,34,33.0,27.08,103.07,0,ML,2.5
1971,4,1,8,33,27.0,26.87,102.2,0,ML,2.5
1971,4,1,12,27,53.0,26.92,102.82,0,ML,2.4
1971,4,4,11,36,35.0,27.3,103.2,0,ML,2.0
1971,4,28,9,36,29.0,27.15,103.02,22,ML,3.7
1971,4,28,9,41,0.0,27.15,103.02,0,ML,2.0
1971,4,28,10,32,17.0,27.2,103.0,0,ML,2.1
1971,4,28,11,5,14.0,27.17,102.98,0,ML,2.6
1971,4,29,0,19,14.0,27.1,103.1,0,ML,2.3
1971,5,28,6,6,40.0,27.3,103.2,0,ML,2.5
1971,6,9,0,41,31.0,27.2,103.2,0,ML,2.4
1971,6,17,11,29,7.0,27.1,103.0,0,ML,2.4
1971,6,18,0,55,50.0,26.92,103.05,0,ML,2.5
1971,6,20,3,0,43.0,26.6,103.0,0,ML,2.5
1971,7,22,9,22,23.0,26.92,103.0,0,ML,2.3
1971,9,7,19,54,9.0,26.5,103.1,0,ML,2.0
1971,10,28,18,28,29.0,26.92,102.92,0,ML,2.5
1971,10,28,19,54,53.0,26.87,102.97,0,ML,3.8
1971,10,29,23,36,40.0,27.07,102.85,0,ML,2.1
1971,11,23,3,30,32.0,27.3,102.9,0,ML,2.0
1971,12,2,11,39,0.0,27.1,102.9,0,ML,1.8
1971,12,3,11,53,0.0,26.8,102.7,0,ML,1.7
1971,12,7,15,19,0.0,27.2,102.58,0,ML,2.4
1971,12,16,11,47,27.0,27.1,103.13,0,ML,2.5
1971,12,21,15,28,20.0,26.6,102.53,0,ML,1.8
1972,2,26,21,55,48.0,27.3,102.7,0,ML,2.4
1972,3,18,0,32,0.0,27.0,102.7,0,ML,2.2
1972,3,19,4,33,0.0,27.27,102.63,0,ML,2.1
1972,3,19,5,16,0.0,27.28,102.67,0,ML,1.6
1972,4,2,18,2,38.0,27.2,103.28,0,ML,2.4
1972,4,6,19,34,56.0,26.57,102.93,0,ML,2.3
1972,4,29,12,43,20.0,26.77,102.75,0,ML,3.1
1972,5,2,6,39,10.0,27.03,103.17,0,ML,2.9
1972,5,5,15,43,5.0,26.67,102.78,0,ML,2.0
1972,5,15,16,58,21.0,27.0,102.8,0,ML,1.7
1972,5,20,13,28,8.0,27.03,102.97,0,ML,2.3
1972,5,27,14,8,5.0,27.1,102.8,0,ML,2.3
1972,6,8,11,24,22.0,27.07,103.35,0,ML,3.0
1972,6,23,21,52,30.0,27.12,103.02,0,ML,2.6
1972,6,24,12,16,25.0,27.08,103.15,0,ML,3.9
1972,6,28,1,44,19.0,27.15,103.18,0,ML,2.8
1972,7,14,3,28,23.0,26.8,102.7,0,ML,3.0
1972,7,17,19,36,7.0,26.5,103.02,0,ML,2.6
1972,7,18,5,1,36.0,27.27,102.58,0,ML,1.9
1972,7,19,3,46,44.0,27.17,103.05,0,ML,2.8
1972,8,22,0,11,26.0,27.2,103.15,0,ML,3.7
1972,8,22,0,14,34.0,27.13,103.1,0,ML,2.2
1972,8,22,13,9,0.0,27.22,103.2,0,ML,3.0
1972,9,3,12,50,35.0,27.13,102.68,0,ML,2.2
1972,9,23,22,18,4.0,27.23,102.67,0,ML,3.4
1972,10,10,14,1,43.0,27.07,102.68,0,ML,2.4
1972,10,19,14,7,38.0,26.93,102.73,0,ML,3.2
1972,11,7,12,58,27.0,26.9,103.2,0,ML,2.1
1972,11,21,15,59,9.0,27.1,103.22,0,ML,2.6
1972,11,22,15,22,1.0,27.3,103.1,0,ML,3.3
1972,11,23,1,45,36.0,27.28,103.12,0,ML,3.3
1972,12,2,20,50,22.0,27.1,102.7,0,ML,2.2
1972,12,10,17,11,47.0,27.1,103.1,0,ML,2.0
1972,12,14,9,21,20.0,26.9,102.9,0,ML,2.8
1973,1,3,20,57,24.0,27.13,102.22,8,ML,1.7
1973,1,5,0,40,21.0,27.25,103.08,0,ML,3.6
1973,1,5,6,48,32.0,27.0,103.2,0,ML,1.8
1973,1,11,9,33,55.0,27.0,102.7,0,ML,2.0
1973,1,12,13,20,26.0,26.9,103.2,0,ML,2.1
1973,1,17,9,15,52.0,27.0,102.3,0,ML,1.9
1973,1,18,3,46,8.0,26.62,103.03,0,ML,2.4
1973,1,22,17,13,10.0,26.9,102.7,0,ML,2.3
1973,1,31,9,27,57.0,26.8,102.7,0,ML,2.1
1973,2,8,9,7,42.0,26.92,102.68,0,ML,2.4
1973,2,17,2,43,3.0,26.83,102.17,0,ML,2.6
1973,3,2,4,34,2.0,26.9,103.0,0,ML,2.1
1973,3,2,8,2,30.0,26.9,103.2,0,ML,2.2
1973,3,3,3,24,35.0,27.02,103.17,0,ML,2.7
1973,3,4,15,52,22.0,27.0,103.2,0,ML,2.1
1973,3,5,1,22,2.0,27.0,103.1,0,ML,2.1
1973,3,19,7,58,40.0,27.0,102.8,0,ML,3.0
1973,3,19,8,27,21.0,27.0,102.8,0,ML,2.9
1973,3,19,8,52,4.0,26.98,102.78,0,ML,3.1
1973,3,21,10,34,57.0,27.0,102.7,0,ML,1.9
1973,3,21,10,55,3.0,27.0,102.8,0,ML,2.7
1973,3,29,3,51,30.0,27.07,102.75,0,ML,3.5
1973,4,3,3,21,40.0,27.1,102.7,0,ML,2.1
1973,4,13,0,48,17.0,27.0,103.1,0,ML,2.3
1973,4,17,20,30,18.0,26.5,102.7,0,ML,1.8
1973,4,23,3,17,48.0,27.03,103.05,0,ML,2.5
1973,5,8,22,29,5.0,26.5,103.3,0,ML,2.1
1973,5,14,14,45,37.0,26.5,102.8,0,ML,2.1
1973,5,15,16,30,47.0,26.9,103.1,0,ML,2.3
1973,5,17,12,11,14.0,26.5,103.0,0,ML,2.7
1973,5,31,3,13,3.0,26.5,102.8,0,ML,2.0
1973,6,27,13,7,52.0,27.2,102.9,0,ML,2.0
1973,7,27,8,26,43.0,26.95,103.5,0,ML,3.1
1973,7,29,6,18,15.0,27.0,102.2,0,ML,2.0
1973,7,29,6,24,15.0,27.0,102.2,0,ML,1.8
1973,8,1,15,38,13.0,27.0,102.9,0,ML,2.8
1973,8,9,22,56,1.0,26.73,102.77,0,ML,2.7
1973,8,11,22,49,0.0,27.12,102.23,0,ML,3.4
1973,8,11,23,8,40.0,27.1,102.2,0,ML,1.7
1973,8,12,10,24,26.0,27.1,102.2,0,ML,1.9
1973,8,13,0,53,32.0,27.1,102.3,0,ML,1.9
1973,8,15,20,51,47.0,27.0,102.3,0,ML,1.8
1973,8,16,21,7,35.0,26.9,103.2,0,ML,2.5
1973,8,25,5,25,56.0,26.9,102.7,0,ML,2.4
1973,9,9,18,45,33.0,27.3,103.1,0,ML,2.1
1973,9,12,19,52,17.0,26.7,102.9,0,ML,2.0
1973,9,25,15,28,28.0,26.9,102.8,0,ML,2.2
1973,10,12,1,59,15.0,27.03,102.77,0,ML,2.2
1973,10,16,20,51,39.0,27.3,103.1,0,ML,2.4
1973,11,16,9,56,33.0,26.7,102.8,0,ML,2.2
1973,11,22,9,37,18.0,26.8,102.4,0,ML,1.9
1973,11,28,18,41,20.0,26.72,102.47,0,ML,2.2
1973,12,2,19,6,23.0,26.8,102.7,0,ML,2.2
1973,12,16,11,57,19.0,27.02,102.68,0,ML,3.4
1973,12,16,12,0,6.0,27.0,102.7,0,ML,2.2
1973,12,22,22,12,1.0,26.8,102.7,0,ML,1.8
1973,12,30,22,38,7.0,26.5,103.0,0,ML,2.0
1973,12,31,13,51,56.0,27.0,102.8,0,ML,2.4
1974,1,8,10,16,20.0,26.8,102.7,0,ML,2.0
1974,1,26,1,36,40.0,26.82,102.95,0,ML,2.5
1974,1,26,17,26,24.0,26.95,102.83,0,ML,2.1
1974,1,26,19,34,50.0,26.9,102.9,0,ML,1.8
1974,2,19,0,18,34.0,27.22,102.53,0,ML,2.5
1974,2,19,1,37,52.0,27.17,102.53,0,ML,2.2
1974,2,19,3,42,43.0,27.2,102.6,0,ML,2.0
1974,2,19,12,11,58.0,27.2,102.6,0,ML,2.2
1974,2,22,4,24,50.0,27.2,102.7,0,ML,2.1
1974,2,28,20,34,8.0,26.82,102.67,0,ML,3.0
1974,2,28,20,40,49.0,26.82,102.68,0,ML,2.1
1974,2,28,21,33,43.0,26.82,102.72,0,ML,2.1
1974,3,17,20,11,57.0,27.07,103.3,0,ML,3.0
1974,3,17,20,12,55.0,27.08,103.3,0,ML,2.8
1974,3,18,7,1,36.0,26.7,102.7,0,ML,3.1
1974,3,26,21,1,37.0,27.0,103.1,0,ML,2.1
1974,3,29,14,49,43.0,26.95,103.07,0,ML,3.1
1974,3,30,1,33,52.0,26.6,103.02,0,ML,2.4
1974,4,2,12,36,3.0,26.7,103.0,0,ML,1.8
1974,4,2,12,36,36.0,26.7,103.0,0,ML,1.7
1974,4,4,7,5,7.0,27.07,103.28,0,ML,2.4
1974,4,11,15,40,53.0,26.57,102.68,0,ML,3.1
1974,4,12,6,36,29.0,27.0,103.3,0,ML,2.2
1974,4,13,5,20,8.0,26.7,102.7,0,ML,2.6
1974,4,13,20,30,54.0,26.8,102.8,0,ML,2.6
1974,4,17,11,43,37.0,27.2,102.6,0,ML,1.9
1974,4,29,7,39,40.0,27.2,102.8,0,ML,2.0
1974,4,30,6,7,57.0,26.9,103.1,0,ML,1.9
1974,4,30,6,20,40.0,27.2,102.85,0,ML,2.2
1974,4,30,6,31,20.0,27.2,102.8,0,ML,2.1
1974,5,2,4,25,56.0,27.2,102.82,18,ML,2.5
1974,5,2,4,26,57.0,27.27,102.8,0,ML,2.8
1974,5,5,13,49,1.0,27.07,103.07,26,ML,2.7
1974,5,6,8,38,24.0,27.2,102.8,0,ML,2.1
1974,5,9,1,44,48.0,26.9,102.7,0,ML,1.8
1974,5,10,19,35,21.0,26.5,102.97,0,ML,2.7
1974,5,14,3,35,58.0,27.2,103.1,0,ML,2.1
1974,5,14,6,44,39.0,27.2,102.8,0,ML,2.0
1974,5,17,21,54,17.0,26.7,103.0,0,ML,1.8
1974,5,23,1,22,19.0,27.1,102.8,0,ML,2.0
1974,5,31,8,51,14.0,26.52,102.68,24,ML,2.4
1974,6,20,6,53,33.0,26.8,102.7,0,ML,2.0
1974,6,20,11,4,20.0,26.7,102.8,0,ML,2.2
1974,6,25,19,32,10.0,26.8,102.17,13,ML,3.0
1974,6,26,14,28,21.0,26.68,102.17,9,ML,1.2
1974,7,7,1,44,15.0,27.2,103.1,0,ML,1.9
1974,7,16,5,51,31.0,27.2,102.6,0,ML,1.8
1974,7,24,9,41,0.0,27.18,102.65,8,ML,2.2
1974,7,27,0,59,22.0,27.07,103.07,0,ML,1.8
1974,7,27,3,21,5.0,27.27,102.7,29,ML,1.9
1974,7,31,8,21,13.0,26.9,102.9,0,ML,1.7
1974,8,19,18,45,16.0,26.88,102.9,0,ML,2.3
1974,9,1,15,18,53.0,26.87,102.88,0,ML,3.6
1974,9,1,15,21,0.0,26.92,102.87,0,ML,3.0
1974,9,1,15,23,7.0,26.92,102.88,0,ML,3.2
1974,9,1,18,1,46.0,26.88,102.87,0,ML,2.3
1974,9,1,18,21,31.0,26.7,102.9,0,ML,1.8
1974,9,5,8,19,33.0,27.25,103.22,0,ML,2.6
1974,9,9,21,21,41.0,26.8,103.0,0,ML,1.8
1974,9,9,22,33,42.0,26.95,103.27,0,ML,2.3
1974,9,14,0,25,23.0,27.27,102.62,0,ML,1.8
1974,9,28,11,36,44.0,27.0,102.3,0,ML,1.5
1974,9,28,16,30,16.0,26.8,102.8,0,ML,1.7
1974,10,2,20,31,34.0,27.0,102.8,0,ML,2.0
1974,10,14,3,52,57.0,27.12,103.27,0,ML,2.8
1974,10,21,4,16,1.0,26.7,102.7,0,ML,2.9
1974,10,22,1,36,20.0,26.6,102.6,0,ML,2.1
1974,10,29,16,19,10.0,26.8,102.8,0,ML,1.8
1974,11,24,23,42,17.0,26.9,102.7,0,ML,2.0
1974,11,30,4,43,44.0,26.5,102.7,0,ML,1.8
1974,11,30,17,58,58.0,26.5,102.7,0,ML,2.0
1974,12,4,13,9,8.0,26.5,102.6,0,ML,2.0
1974,12,13,21,32,28.0,27.0,102.8,0,ML,2.1
1974,12,14,6,23,58.0,26.8,102.2,0,ML,1.8
1974,12,14,6,59,57.0,26.5,102.7,0,ML,2.1
1974,12,14,14,39,20.0,26.93,103.3,0,ML,2.5
1974,12,14,16,45,59.0,26.8,102.2,0,ML,1.7
1974,12,15,12,9,41.0,26.5,102.5,0,ML,1.7
1974,12,15,17,18,36.0,26.5,102.5,0,ML,2.2
1974,12,16,18,53,6.0,26.8,102.2,0,ML,2.3
1974,12,17,0,55,23.0,26.95,103.27,0,ML,2.4
1974,12,18,2,50,47.0,26.8,102.8,0,ML,1.9
1974,12,21,16,3,24.0,27.03,103.17,0,ML,3.3
1974,12,21,19,22,0.0,27.0,103.1,0,ML,1.6
1974,12,23,0,32,13.0,26.5,103.0,0,ML,2.0
1974,12,28,23,49,8.0,27.08,102.63,0,ML,2.5
1974,12,31,3,20,52.0,27.08,103.08,0,ML,2.3
1975,1,2,20,36,4.0,27.0,102.8,0,ML,2.1
1975,1,16,17,24,41.0,26.93,102.83,0,ML,2.7
1975,1,22,20,59,37.4,26.57,103.03,0,ML,4.6
1975,1,22,21,2,3.0,26.53,102.9,0,ML,3.1
1975,1,22,21,7,7.0,26.57,102.93,0,ML,3.6
1975,1,22,21,14,16.0,26.6,103.1,0,ML,1.9
1975,1,22,21,21,38.0,26.5,103.0,0,ML,2.0
1975,1,22,21,46,50.0,26.6,103.1,0,ML,1.9
1975,1,23,3,44,26.0,26.5,103.0,0,ML,2.0
1975,1,23,5,25,24.0,26.57,102.95,0,ML,3.1
1975,1,23,6,42,24.0,26.5,103.0,0,ML,1.9
1975,1,26,2,28,42.0,26.6,102.95,0,ML,2.7
1975,1,26,2,31,10.0,26.62,102.97,0,ML,2.5
1975,1,26,12,34,4.0,26.55,102.95,0,ML,2.4
1975,1,29,3,9,59.8,26.55,103.08,0,ML,3.9
1975,1,29,5,13,21.0,26.57,102.97,0,ML,2.4
1975,1,30,1,36,18.0,26.5,102.9,0,ML,2.1
1975,1,30,3,28,4.0,26.57,102.95,0,ML,2.4
1975,2,4,10,21,26.0,26.9,102.7,0,ML,2.4
1975,2,17,18,48,35.0,27.2,102.5,0,ML,2.2
1975,2,21,22,49,16.0,26.72,102.63,0,ML,2.8
1975,3,8,3,2,24.0,27.2,103.0,0,ML,2.2
1975,3,8,16,10,12.0,27.0,102.8,0,ML,2.2
1975,3,13,21,33,55.0,27.0,102.8,0,ML,2.5
1975,3,18,0,19,53.0,26.5,102.7,0,ML,2.1
1975,3,18,22,2,5.0,27.08,102.78,0,ML,3.5
1975,3,19,10,12,39.0,27.0,102.7,0,ML,2.7
1975,3,19,12,54,3.0,27.0,102.8,0,ML,2.0
1975,3,20,20,35,46.0,27.0,102.8,0,ML,2.5
1975,3,21,4,50,39.0,27.1,103.13,0,ML,2.0
1975,3,22,8,40,51.0,26.5,102.7,0,ML,2.1
1975,3,22,18,49,26.0,26.88,103.07,0,ML,1.6
1975,3,23,3,36,17.0,27.0,102.7,0,ML,2.0
1975,3,27,5,22,23.0,26.9,102.8,0,ML,2.3
1975,3,27,9,1,42.0,26.6,102.5,0,ML,1.7
1975,3,29,11,2,20.0,26.88,103.0,0,ML,3.5
1975,3,29,11,3,48.0,26.85,102.95,0,ML,2.7
1975,3,30,0,4,53.0,26.87,102.93,0,ML,2.2
1975,4,1,10,33,21.0,26.85,102.97,0,ML,2.4
1975,4,2,6,56,42.0,27.0,102.8,0,ML,2.7
1975,4,2,7,1,20.0,27.0,102.83,0,ML,2.7
1975,4,2,18,59,1.0,26.87,102.93,0,ML,3.1
1975,4,2,19,34,41.0,26.83,102.98,0,ML,2.0
1975,4,2,19,51,21.0,26.85,102.98,0,ML,2.0
1975,4,2,20,45,39.0,26.85,102.97,0,ML,2.9
1975,4,6,13,4,15.0,27.18,102.62,0,ML,2.2
1975,4,13,14,0,30.0,26.77,102.88,0,ML,2.3
1975,4,22,23,44,47.0,26.97,102.87,0,ML,2.0
1975,5,5,18,17,51.0,27.2,102.8,0,ML,2.5
1975,5,10,0,15,6.0,27.0,102.8,0,ML,2.6
1975,5,12,3,41,16.0,27.0,102.78,0,ML,3.0
1975,5,14,2,46,24.0,27.0,102.8,0,ML,1.8
1975,5,15,20,25,58.0,26.7,102.8,0,ML,2.6
1975,6,2,22,50,46.0,27.2,102.9,0,ML,2.1
1975,6,10,17,17,56.0,27.1,103.1,0,ML,2.3
1975,6,12,12,23,10.0,26.8,102.9,0,ML,2.2
1975,6,13,11,54,36.0,27.0,102.7,0,ML,2.3
1975,6,15,5,57,0.0,27.0,102.8,0,ML,2.2
1975,6,15,13,19,0.0,27.1,102.8,0,ML,1.9
1975,6,15,19,14,0.0,26.9,102.7,0,ML,2.1
1975,6,18,0,8,0.0,26.6,103.1,0,ML,1.8
1975,7,4,7,52,15.0,26.9,102.8,0,ML,2.2
1975,7,8,22,30,15.0,27.1,103.0,0,ML,1.8
1975,7,9,15,25,49.0,27.17,103.07,0,ML,3.8
1975,7,9,18,50,3.0,27.1,103.1,0,ML,2.1
1975,7,11,16,7,6.0,27.17,103.05,0,ML,3.0
1975,7,16,1,45,9.0,27.1,103.1,0,ML,1.9
1975,7,17,14,32,17.0,27.1,103.1,0,ML,2.7
1975,8,7,4,50,34.0,27.1,103.0,0,ML,2.3
1975,8,9,6,40,6.0,27.2,102.9,0,ML,2.1
1975,8,16,5,13,55.0,27.3,102.7,0,ML,1.9
1975,8,16,15,59,43.0,27.3,102.7,0,ML,1.9
1975,8,20,15,27,45.0,27.2,102.6,0,ML,2.0
1975,8,23,20,19,18.0,27.1,103.0,0,ML,1.9
1975,8,23,21,44,59.0,26.5,102.9,0,ML,1.8
1975,8,29,17,57,46.0,27.03,103.08,0,ML,2.3
1975,9,4,22,46,45.0,26.8,102.8,0,ML,1.7
1975,10,4,17,30,59.0,27.3,102.7,0,ML,1.9
1975,10,13,2,31,8.0,27.1,103.1,0,ML,2.2
1975,10,14,18,25,7.0,27.1,103.1,0,ML,2.3
1975,10,15,7,2,11.0,27.17,103.03,0,ML,3.3
1975,10,19,2,57,54.0,27.1,103.0,0,ML,2.0
1975,11,8,0,16,9.0,27.1,102.6,0,ML,1.8
1975,11,9,11,21,50.0,27.13,103.0,0,ML,2.3
1975,12,5,23,17,31.0,27.1,103.2,0,ML,1.8
1975,12,8,1,19,37.0,26.8,102.9,0,ML,1.9
1975,12,14,15,36,8.0,27.2,103.2,0,ML,1.8
1975,12,25,2,14,23.0,27.28,102.78,0,ML,2.1
1976,1,2,22,3,1.0,27.05,102.97,0,ML,2.1
1976,1,4,12,16,22.0,27.3,103.0,0,ML,3.4
1976,1,12,16,0,9.0,27.07,102.77,0,ML,2.0
1976,2,2,4,2,26.0,27.2,103.1,0,ML,2.1
1976,2,3,20,56,52.0,27.25,102.78,0,ML,1.9
1976,2,13,2,49,53.0,26.5,102.72,0,ML,1.9
1976,2,17,3,32,53.0,27.03,102.83,0,ML,2.3
1976,2,22,12,28,59.0,26.6,102.3,0,ML,1.5
1976,3,6,2,57,10.0,27.3,102.7,0,ML,1.6
1976,3,12,7,29,18.0,27.2,102.8,0,ML,2.0
1976,3,18,23,50,43.0,27.07,102.82,0,ML,2.1
1976,3,27,9,32,50.0,27.02,102.77,0,ML,2.2
1976,4,2,23,59,45.0,26.78,102.88,0,ML,1.9
1976,4,3,2,8,9.0,26.75,102.97,0,ML,2.2
1976,4,9,5,59,11.0,26.63,102.68,0,ML,2.5
1976,4,11,17,59,13.0,27.05,102.75,0,ML,2.0
1976,5,3,11,50,37.0,26.7,103.0,0,ML,2.3
1976,5,6,21,13,50.0,26.97,102.82,0,ML,2.0
1976,5,7,22,22,37.0,27.17,103.07,0,ML,2.4
1976,5,10,21,48,0.0,27.1,103.05,0,ML,2.0
1976,5,25,18,56,0.0,26.85,102.75,0,ML,1.9
1976,6,19,8,11,10.0,26.5,102.8,0,ML,1.7
1976,6,20,3,25,30.0,26.77,102.2,0,ML,1.4
1976,6,20,4,9,58.0,27.0,102.8,0,ML,1.5
1976,6,21,21,22,39.0,27.08,102.77,0,ML,2.4
1976,6,24,21,15,4.0,26.92,102.5,0,ML,3.7
1976,6,26,4,0,11.0,27.28,102.6,0,ML,1.9
1976,6,26,6,0,3.0,27.2,103.0,0,ML,2.1
1976,6,27,6,24,6.0,27.1,103.0,0,ML,1.7
1976,6,29,7,8,32.0,27.1,103.08,0,ML,2.1
1976,6,29,23,5,1.0,27.07,102.87,0,ML,2.0
1976,7,28,11,26,11.0,26.57,102.92,0,ML,3.2
1976,7,29,5,24,51.0,26.53,102.97,0,ML,3.5
1976,8,4,21,34,38.0,26.87,102.72,0,ML,2.0
1976,8,22,19,30,20.0,26.85,102.73,0,ML,2.0
1976,9,14,12,8,24.0,27.3,102.72,0,ML,1.9
1976,9,16,2,10,30.0,27.3,102.67,0,ML,1.8
1976,9,21,5,24,20.0,27.08,103.13,0,ML,2.0
1976,9,26,21,10,51.0,27.27,102.72,0,ML,1.7
1976,9,26,21,45,6.0,27.23,102.7,0,ML,3.1
1976,9,27,0,5,30.0,27.27,102.7,0,ML,3.4
1976,9,29,0,55,36.0,27.23,102.65,0,ML,2.0
1976,9,29,4,49,8.0,27.27,102.67,0,ML,2.8
1976,9,29,5,15,15.0,27.3,102.67,0,ML,1.7
1976,9,29,17,53,26.0,27.28,102.73,0,ML,1.6
1976,10,1,19,20,50.0,27.28,102.7,0,ML,1.7
1976,10,1,21,46,57.0,27.3,102.7,0,ML,1.5
1976,10,9,13,37,42.0,26.95,103.55,0,ML,2.3
1976,10,11,21,13,35.0,27.25,102.7,3,ML,3.1
1976,10,14,7,41,19.0,26.9,103.3,0,ML,2.3
1976,10,16,0,30,46.0,27.28,102.7,0,ML,2.1
1976,10,17,18,19,0.0,27.25,102.73,0,ML,1.8
1976,10,18,20,54,18.0,27.25,102.7,0,ML,1.7
1976,10,19,6,54,41.0,27.1,102.22,0,ML,3.0
1976,10,19,11,52,25.0,27.18,102.87,0,ML,2.1
1976,10,19,12,12,58.0,27.18,102.85,0,ML,1.8
1976,10,23,6,12,14.0,27.27,102.73,0,ML,2.6
1976,10,27,9,39,50.0,27.27,102.68,0,ML,1.7
1976,10,27,20,31,8.0,27.3,102.67,0,ML,1.8
1976,10,28,4,32,16.0,27.28,102.67,0,ML,2.0
1976,10,29,22,9,35.0,27.03,103.1,0,ML,1.9
1976,10,30,12,42,36.0,27.3,102.63,0,ML,2.0
1976,10,30,14,26,10.0,27.27,102.75,0,ML,2.0
1976,11,1,5,27,27.0,27.1,103.08,0,ML,2.0
1976,11,2,16,13,7.0,26.57,103.0,0,ML,2.3
1976,11,12,23,51,32.0,27.25,102.58,0,ML,2.5
1976,11,15,18,17,51.0,27.27,102.6,0,ML,2.2
1976,12,4,23,16,34.0,27.27,102.97,0,ML,3.3
1976,12,4,23,22,42.0,27.1,103.03,0,ML,1.9
1976,12,5,16,51,44.0,27.1,103.1,0,ML,2.6
1976,12,8,9,16,23.0,27.1,103.0,0,ML,1.8
1976,12,9,14,37,20.0,26.95,102.17,0,ML,1.6
1976,12,10,4,15,15.0,26.8,102.8,0,ML,1.8
1976,12,10,21,10,38.0,27.12,103.03,0,ML,3.1
1976,12,11,22,51,5.0,27.1,103.0,0,ML,2.0
1976,12,13,0,26,37.0,27.1,103.0,0,ML,2.0
1976,12,17,13,51,58.0,26.77,103.43,0,ML,2.2
1976,12,22,10,51,20.0,27.12,103.05,0,ML,2.5
1976,12,22,21,2,6.0,27.1,103.1,0,ML,1.9
1976,12,22,22,5,11.0,27.1,103.03,0,ML,2.1
1977,1,7,22,58,6.0,26.9,103.1,0,ML,1.9
1977,1,9,17,42,0.0,27.12,103.08,0,ML,3.2
1977,1,10,16,35,25.0,27.23,102.53,0,ML,2.0
1977,1,13,6,29,44.0,26.9,103.3,0,ML,2.2
1977,1,21,16,14,48.0,27.03,103.05,0,ML,2.8
1977,2,6,12,55,30.0,27.3,102.68,0,ML,2.1
1977,2,7,11,49,38.0,26.77,102.75,0,ML,2.2
1977,2,7,16,3,31.0,26.83,102.78,0,ML,2.0
1977,2,9,2,16,28.0,27.25,102.83,0,ML,1.9
1977,2,10,23,40,56.0,26.9,103.12,0,ML,3.4
1977,2,10,23,51,32.0,27.12,103.05,0,ML,2.0
1977,2,12,2,41,51.0,27.18,103.02,0,ML,1.8
1977,2,12,13,56,25.0,27.05,103.08,0,ML,2.0
